time,flux,flux_err
0.0,0.15638112062350745,1.605974
0.0013889078782085562,0.8589562667046899,1.6087542000000001
0.0027778157557349914,2.440853554260844,1.6058946
0.004166724098240593,1.9633730468577677,1.6043304999999999
0.005555631975539654,0.17911476062948095,1.6041088
0.006944539853293463,3.230578676716061,1.6030277
0.008333447730819898,1.9986647543902376,1.6020901
0.009722355608346334,1.7119728989109781,1.6006388
0.011111263951534056,2.940402970127333,1.5999788
0.012500171829060491,-0.7641852167951269,1.5972723
0.013889079706132179,3.435828110403895,1.5973354
0.015277987584113362,2.4939227113735454,1.597429
0.016666895927983205,1.3884382912809938,1.5955666000000002
0.01805580380482752,0.18127449971325804,1.5936667999999998
0.019444711681671834,-0.7294190404909113,1.5932416
0.02083361955988039,2.371507287802146,1.5928119
0.022222527438088946,0.16140310315923645,1.5902994
0.02361143531493326,1.1330179922929937,1.5916808999999998
0.025000343192459695,0.5366515271679271,1.5900789
0.026389251535647418,1.9410032620384228,1.5896008000000001
0.027778159413173853,2.0414727297937576,1.5886319
0.029167067290927662,-2.3854805708766897,1.5854496
0.030555975168226723,2.418062830228178,1.5886643
0.031944883045525785,0.04158242166259818,1.5858292
0.033333790923279594,-1.1072023341778459,1.5832353
0.03472269880080603,-2.786871980075922,1.5824700999999999
0.036111606678332464,-0.8962670329625877,1.5818689000000001
0.0375005145558589,-0.6834579624853618,1.5816512
0.03888942243293059,1.7810047871295915,1.5816813
0.04027833031091177,-0.07038922159041316,1.5801021
0.041667238189120326,-1.5225004488507903,1.5781197
0.04305614606596464,1.5908606453401557,1.5792032
0.044445053942808954,-0.367866382516548,1.5781539
0.04583396182101751,-0.36473199184739435,1.5764585
0.04722286969922607,1.0604233589084142,1.5765807
0.04861177757607038,4.611299214172629,1.5780755
0.050000685452914695,-3.2808449119579017,1.5730058
0.05138959333044113,-0.12781956346460577,1.5737496
0.052778501208649686,-3.048945253235678,1.571811
0.05416740908617612,1.8599975304808876,1.573774
0.05555631696370256,1.9329183370747485,1.5726002000000001
0.05694522484100162,-1.867693306639579,1.5693771
0.05833413271852805,-0.22461790144177618,1.5694805
0.0597230401303932,-0.48921592836311545,1.5687731999999999
0.061111948007919636,0.6740721464047446,1.5677351
0.06250085588544607,-0.22837414088017205,1.5672066
0.06388976376229039,0.6723847400628058,1.5675568
0.06527867163981682,0.4351483180659206,1.5660785
0.06666757951802538,-0.4993238883283775,1.5662607
0.0680564869301179,0.6158876316237527,1.5648893
0.06944539480673484,-1.1692076047509774,1.5623351
0.0708343026849434,-0.7695200859629141,1.5615694
0.07222321056315195,-1.714160282082989,1.5606912
0.07361211843999627,-0.7159786417079563,1.5602156
0.07500102585117929,-0.42237558445127776,1.5598568
0.0763899337289331,1.5651684911997203,1.5591759
0.07777884160691428,-2.563946813242233,1.5562888
0.07916774948444072,-2.2067519068834116,1.5559181
0.08055665689630587,-0.06167716069080753,1.5561897
0.0819455647738323,-0.27874290136861646,1.5553727
0.08333447265067662,-0.49166944883957453,1.5540479999999999
0.08472338006254176,-2.288407116951358,1.5525353
0.08611228794075032,0.12855379168323222,1.5519380999999999
0.08750119581827676,2.1004329731952636,1.5525393
0.08889010322945978,-0.9886698761958417,1.5497734
0.09027901110698622,-1.885155057090775,1.5491488
0.09166791898519477,0.8653571268919331,1.5488339
